河南省,410000,,
洛阳市,410300,河南省,
新安县,410323,洛阳市,河南省
栾川县,410324,洛阳市,河南省
洛宁县,410328,洛阳市,河南省
西工区,410303,洛阳市,河南省
宜阳县,410327,洛阳市,河南省
伊川县,410329,洛阳市,河南省
孟津区,410308,洛阳市,河南省
洛龙区,410311,洛阳市,河南省
汝阳县,410326,洛阳市,河南省
偃师区,410307,洛阳市,河南省
老城区,410302,洛阳市,河南省
涧西区,410305,洛阳市,河南省
瀍河回族区,410304,洛阳市,河南省
嵩县,410325,洛阳市,河南省
漯河市,411100,河南省,
临颍县,411122,漯河市,河南省
郾城区,411103,漯河市,河南省
源汇区,411102,漯河市,河南省
召陵区,411104,漯河市,河南省
舞阳县,411121,漯河市,河南省
南阳市,411300,河南省,
南召县,411321,南阳市,河南省
唐河县,411328,南阳市,河南省
西峡县,411323,南阳市,河南省
卧龙区,411303,南阳市,河南省
淅川县,411326,南阳市,河南省
桐柏县,411330,南阳市,河南省
社旗县,411327,南阳市,河南省
内乡县,411325,南阳市,河南省
镇平县,411324,南阳市,河南省
方城县,411322,南阳市,河南省
新野县,411329,南阳市,河南省
邓州市,411381,南阳市,河南省
宛城区,411302,南阳市,河南省
信阳市,411500,河南省,
浉河区,411502,信阳市,河南省
淮滨县,411527,信阳市,河南省
固始县,411525,信阳市,河南省
潢川县,411526,信阳市,河南省
息县,411528,信阳市,河南省
新县,411523,信阳市,河南省
商城县,411524,信阳市,河南省
光山县,411522,信阳市,河南省
罗山县,411521,信阳市,河南省
平桥区,411503,信阳市,河南省
濮阳市,410900,河南省,
范县,410926,濮阳市,河南省
南乐县,410923,濮阳市,河南省
清丰县,410922,濮阳市,河南省
华龙区,410902,濮阳市,河南省
台前县,410927,濮阳市,河南省
濮阳县,410928,濮阳市,河南省
郑州市,410100,河南省,
登封市,410185,郑州市,河南省
中牟县,410122,郑州市,河南省
惠济区,410108,郑州市,河南省
上街区,410106,郑州市,河南省
中原区,410102,郑州市,河南省
新密市,410183,郑州市,河南省
荥阳市,410182,郑州市,河南省
金水区,410105,郑州市,河南省
巩义市,410181,郑州市,河南省
新郑市,410184,郑州市,河南省
二七区,410103,郑州市,河南省
管城回族区,410104,郑州市,河南省
三门峡市,411200,河南省,
渑池县,411221,三门峡市,河南省
湖滨区,411202,三门峡市,河南省
陕州区,411203,三门峡市,河南省
卢氏县,411224,三门峡市,河南省
灵宝市,411282,三门峡市,河南省
义马市,411281,三门峡市,河南省
济源市,419001,河南省,
许昌市,411000,河南省,
建安区,411003,许昌市,河南省
魏都区,411002,许昌市,河南省
长葛市,411082,许昌市,河南省
襄城县,411025,许昌市,河南省
鄢陵县,411024,许昌市,河南省
禹州市,411081,许昌市,河南省
焦作市,410800,河南省,
孟州市,410883,焦作市,河南省
中站区,410803,焦作市,河南省
马村区,410804,焦作市,河南省
修武县,410821,焦作市,河南省
山阳区,410811,焦作市,河南省
解放区,410802,焦作市,河南省
温县,410825,焦作市,河南省
武陟县,410823,焦作市,河南省
博爱县,410822,焦作市,河南省
沁阳市,410882,焦作市,河南省
开封市,410200,河南省,
尉氏县,410223,开封市,河南省
鼓楼区,410204,开封市,河南省
禹王台区,410205,开封市,河南省
顺河回族区,410203,开封市,河南省
通许县,410222,开封市,河南省
龙亭区,410202,开封市,河南省
祥符区,410212,开封市,河南省
兰考县,410225,开封市,河南省
杞县,410221,开封市,河南省
商丘市,411400,河南省,
宁陵县,411423,商丘市,河南省
民权县,411421,商丘市,河南省
夏邑县,411426,商丘市,河南省
虞城县,411425,商丘市,河南省
柘城县,411424,商丘市,河南省
睢县,411422,商丘市,河南省
梁园区,411402,商丘市,河南省
睢阳区,411403,商丘市,河南省
永城市,411481,商丘市,河南省
周口市,411600,河南省,
淮阳区,411603,周口市,河南省
郸城县,411625,周口市,河南省
扶沟县,411621,周口市,河南省
川汇区,411602,周口市,河南省
沈丘县,411624,周口市,河南省
鹿邑县,411628,周口市,河南省
太康县,411627,周口市,河南省
项城市,411681,周口市,河南省
西华县,411622,周口市,河南省
商水县,411623,周口市,河南省
驻马店市,411700,河南省,
西平县,411721,驻马店市,河南省
遂平县,411728,驻马店市,河南省
上蔡县,411722,驻马店市,河南省
汝南县,411727,驻马店市,河南省
平舆县,411723,驻马店市,河南省
泌阳县,411726,驻马店市,河南省
驿城区,411702,驻马店市,河南省
确山县,411725,驻马店市,河南省
正阳县,411724,驻马店市,河南省
新蔡县,411729,驻马店市,河南省
平顶山市,410400,河南省,
宝丰县,410421,平顶山市,河南省
卫东区,410403,平顶山市,河南省
石龙区,410404,平顶山市,河南省
新华区,410402,平顶山市,河南省
湛河区,410411,平顶山市,河南省
鲁山县,410423,平顶山市,河南省
汝州市,410482,平顶山市,河南省
舞钢市,410481,平顶山市,河南省
叶县,410422,平顶山市,河南省
郏县,410425,平顶山市,河南省
安阳市,410500,河南省,
林州市,410581,安阳市,河南省
文峰区,410502,安阳市,河南省
北关区,410503,安阳市,河南省
安阳县,410522,安阳市,河南省
殷都区,410505,安阳市,河南省
龙安区,410506,安阳市,河南省
汤阴县,410523,安阳市,河南省
滑县,410526,安阳市,河南省
内黄县,410527,安阳市,河南省
鹤壁市,410600,河南省,
淇县,410622,鹤壁市,河南省
鹤山区,410602,鹤壁市,河南省
山城区,410603,鹤壁市,河南省
淇滨区,410611,鹤壁市,河南省
浚县,410621,鹤壁市,河南省
新乡市,410700,河南省,
红旗区,410702,新乡市,河南省
凤泉区,410704,新乡市,河南省
牧野区,410711,新乡市,河南省
卫滨区,410703,新乡市,河南省
新乡县,410721,新乡市,河南省
延津县,410726,新乡市,河南省
卫辉市,410781,新乡市,河南省
获嘉县,410724,新乡市,河南省
长垣市,410783,新乡市,河南省
封丘县,410727,新乡市,河南省
原阳县,410725,新乡市,河南省
辉县市,410782,新乡市,河南省
广东省,440000,,
汕头市,440500,广东省,
澄海区,440515,汕头市,广东省
南澳县,440523,汕头市,广东省
濠江区,440512,汕头市,广东省
潮南区,440514,汕头市,广东省
潮阳区,440513,汕头市,广东省
金平区,440511,汕头市,广东省
龙湖区,440507,汕头市,广东省
佛山市,440600,广东省,
高明区,440608,佛山市,广东省
三水区,440607,佛山市,广东省
南海区,440605,佛山市,广东省
禅城区,440604,佛山市,广东省
顺德区,440606,佛山市,广东省
肇庆市,441200,广东省,
封开县,441225,肇庆市,广东省
德庆县,441226,肇庆市,广东省
端州区,441202,肇庆市,广东省
高要区,441204,肇庆市,广东省
怀集县,441224,肇庆市,广东省
鼎湖区,441203,肇庆市,广东省
广宁县,441223,肇庆市,广东省
四会市,441284,肇庆市,广东省
惠州市,441300,广东省,
惠东县,441323,惠州市,广东省
惠阳区,441303,惠州市,广东省
龙门县,441324,惠州市,广东省
博罗县,441322,惠州市,广东省
惠城区,441302,惠州市,广东省
深圳市,440300,广东省,
宝安区,440306,深圳市,广东省
南山区,440305,深圳市,广东省
龙岗区,440307,深圳市,广东省
光明区,440311,深圳市,广东省
福田区,440304,深圳市,广东省
罗湖区,440303,深圳市,广东省
龙华区,440309,深圳市,广东省
盐田区,440308,深圳市,广东省
坪山区,440310,深圳市,广东省
珠海市,440400,广东省,
香洲区,440402,珠海市,广东省
斗门区,440403,珠海市,广东省
金湾区,440404,珠海市,广东省
澳门大学横琴校区(由澳门实施管辖),440499,珠海市,广东省
江门市,440700,广东省,
台山市,440781,江门市,广东省
江海区,440704,江门市,广东省
恩平市,440785,江门市,广东省
鹤山市,440784,江门市,广东省
蓬江区,440703,江门市,广东省
新会区,440705,江门市,广东省
开平市,440783,江门市,广东省
阳江市,441700,广东省,
阳西县,441721,阳江市,广东省
江城区,441702,阳江市,广东省
阳东区,441704,阳江市,广东省
阳春市,441781,阳江市,广东省
茂名市,440900,广东省,
化州市,440982,茂名市,广东省
电白区,440904,茂名市,广东省
高州市,440981,茂名市,广东省
信宜市,440983,茂名市,广东省
茂南区,440902,茂名市,广东省
湛江市,440800,广东省,
吴川市,440883,湛江市,广东省
麻章区,440811,湛江市,广东省
徐闻县,440825,湛江市,广东省
坡头区,440804,湛江市,广东省
霞山区,440803,湛江市,广东省
雷州市,440882,湛江市,广东省
遂溪县,440823,湛江市,广东省
赤坎区,440802,湛江市,广东省
廉江市,440881,湛江市,广东省
汕尾市,441500,广东省,
陆丰市,441581,汕尾市,广东省
海丰县,441521,汕尾市,广东省
城区,441502,汕尾市,广东省
陆河县,441523,汕尾市,广东省
潮州市,445100,广东省,
饶平县,445122,潮州市,广东省
湘桥区,445102,潮州市,广东省
潮安区,445103,潮州市,广东省
揭阳市,445200,广东省,
惠来县,445224,揭阳市,广东省
揭西县,445222,揭阳市,广东省
普宁市,445281,揭阳市,广东省
揭东区,445203,揭阳市,广东省
榕城区,445202,揭阳市,广东省
广州市,440100,广东省,
海珠区,440105,广州市,广东省
从化区,440117,广州市,广东省
花都区,440114,广州市,广东省
天河区,440106,广州市,广东省
越秀区,440104,广州市,广东省
白云区,440111,广州市,广东省
南沙区,440115,广州市,广东省
荔湾区,440103,广州市,广东省
番禺区,440113,广州市,广东省
增城区,440118,广州市,广东省
黄埔区,440112,广州市,广东省
梅州市,441400,广东省,
兴宁市,441481,梅州市,广东省
蕉岭县,441427,梅州市,广东省
五华县,441424,梅州市,广东省
大埔县,441422,梅州市,广东省
梅江区,441402,梅州市,广东省
梅县区,441403,梅州市,广东省
丰顺县,441423,梅州市,广东省
平远县,441426,梅州市,广东省
清远市,441800,广东省,
英德市,441881,清远市,广东省
连州市,441882,清远市,广东省
连南瑶族自治县,441826,清远市,广东省
阳山县,441823,清远市,广东省
佛冈县,441821,清远市,广东省
连山壮族瑶族自治县,441825,清远市,广东省
清新区,441803,清远市,广东省
清城区,441802,清远市,广东省
东莞市,441900,广东省,
韶关市,440200,广东省,
仁化县,440224,韶关市,广东省
南雄市,440282,韶关市,广东省
始兴县,440222,韶关市,广东省
乐昌市,440281,韶关市,广东省
翁源县,440229,韶关市,广东省
新丰县,440233,韶关市,广东省
浈江区,440204,韶关市,广东省
曲江区,440205,韶关市,广东省
武江区,440203,韶关市,广东省
乳源瑶族自治县,440232,韶关市,广东省
河源市,441600,广东省,
和平县,441624,河源市,广东省
龙川县,441622,河源市,广东省
源城区,441602,河源市,广东省
紫金县,441621,河源市,广东省
东源县,441625,河源市,广东省
连平县,441623,河源市,广东省
云浮市,445300,广东省,
郁南县,445322,云浮市,广东省
罗定市,445381,云浮市,广东省
云安区,445303,云浮市,广东省
云城区,445302,云浮市,广东省
新兴县,445321,云浮市,广东省
中山市,442000,广东省,
内蒙古自治区,150000,,
乌海市,150300,内蒙古自治区,
海勃湾区,150302,乌海市,内蒙古自治区
乌达区,150304,乌海市,内蒙古自治区
海南区,150303,乌海市,内蒙古自治区
包头市,150200,内蒙古自治区,
土默特右旗,150221,包头市,内蒙古自治区
达尔罕茂明安联合旗,150223,包头市,内蒙古自治区
白云鄂博矿区,150206,包头市,内蒙古自治区
东河区,150202,包头市,内蒙古自治区
固阳县,150222,包头市,内蒙古自治区
石拐区,150205,包头市,内蒙古自治区
青山区,150204,包头市,内蒙古自治区
昆都仑区,150203,包头市,内蒙古自治区
九原区,150207,包头市,内蒙古自治区
巴彦淖尔市,150800,内蒙古自治区,
乌拉特中旗,150824,巴彦淖尔市,内蒙古自治区
磴口县,150822,巴彦淖尔市,内蒙古自治区
乌拉特后旗,150825,巴彦淖尔市,内蒙古自治区
杭锦后旗,150826,巴彦淖尔市,内蒙古自治区
临河区,150802,巴彦淖尔市,内蒙古自治区
五原县,150821,巴彦淖尔市,内蒙古自治区
乌拉特前旗,150823,巴彦淖尔市,内蒙古自治区
呼伦贝尔市,150700,内蒙古自治区,
根河市,150785,呼伦贝尔市,内蒙古自治区
牙克石市,150782,呼伦贝尔市,内蒙古自治区
海拉尔区,150702,呼伦贝尔市,内蒙古自治区
扎兰屯市,150783,呼伦贝尔市,内蒙古自治区
鄂温克族自治旗,150724,呼伦贝尔市,内蒙古自治区
阿荣旗,150721,呼伦贝尔市,内蒙古自治区
满洲里市,150781,呼伦贝尔市,内蒙古自治区
新巴尔虎右旗,150727,呼伦贝尔市,内蒙古自治区
扎赉诺尔区,150703,呼伦贝尔市,内蒙古自治区
鄂伦春自治旗,150723,呼伦贝尔市,内蒙古自治区
额尔古纳市,150784,呼伦贝尔市,内蒙古自治区
新巴尔虎左旗,150726,呼伦贝尔市,内蒙古自治区
莫力达瓦达斡尔族自治旗,150722,呼伦贝尔市,内蒙古自治区
陈巴尔虎旗,150725,呼伦贝尔市,内蒙古自治区
兴安盟,152200,内蒙古自治区,
阿尔山市,152202,兴安盟,内蒙古自治区
科尔沁右翼中旗,152222,兴安盟,内蒙古自治区
突泉县,152224,兴安盟,内蒙古自治区
扎赉特旗,152223,兴安盟,内蒙古自治区
科尔沁右翼前旗,152221,兴安盟,内蒙古自治区
乌兰浩特市,152201,兴安盟,内蒙古自治区
通辽市,150500,内蒙古自治区,
霍林郭勒市,150581,通辽市,内蒙古自治区
开鲁县,150523,通辽市,内蒙古自治区
奈曼旗,150525,通辽市,内蒙古自治区
库伦旗,150524,通辽市,内蒙古自治区
扎鲁特旗,150526,通辽市,内蒙古自治区
科尔沁左翼中旗,150521,通辽市,内蒙古自治区
科尔沁左翼后旗,150522,通辽市,内蒙古自治区
科尔沁区,150502,通辽市,内蒙古自治区
赤峰市,150400,内蒙古自治区,
巴林左旗,150422,赤峰市,内蒙古自治区
敖汉旗,150430,赤峰市,内蒙古自治区
红山区,150402,赤峰市,内蒙古自治区
翁牛特旗,150426,赤峰市,内蒙古自治区
克什克腾旗,150425,赤峰市,内蒙古自治区
宁城县,150429,赤峰市,内蒙古自治区
阿鲁科尔沁旗,150421,赤峰市,内蒙古自治区
元宝山区,150403,赤峰市,内蒙古自治区
松山区,150404,赤峰市,内蒙古自治区
喀喇沁旗,150428,赤峰市,内蒙古自治区
巴林右旗,150423,赤峰市,内蒙古自治区
林西县,150424,赤峰市,内蒙古自治区
锡林郭勒盟,152500,内蒙古自治区,
东乌珠穆沁旗,152525,锡林郭勒盟,内蒙古自治区
阿巴嘎旗,152522,锡林郭勒盟,内蒙古自治区
西乌珠穆沁旗,152526,锡林郭勒盟,内蒙古自治区
苏尼特左旗,152523,锡林郭勒盟,内蒙古自治区
锡林浩特市,152502,锡林郭勒盟,内蒙古自治区
二连浩特市,152501,锡林郭勒盟,内蒙古自治区
苏尼特右旗,152524,锡林郭勒盟,内蒙古自治区
正蓝旗,152530,锡林郭勒盟,内蒙古自治区
正镶白旗,152529,锡林郭勒盟,内蒙古自治区
镶黄旗,152528,锡林郭勒盟,内蒙古自治区
多伦县,152531,锡林郭勒盟,内蒙古自治区
太仆寺旗,152527,锡林郭勒盟,内蒙古自治区
乌兰察布市,150900,内蒙古自治区,
四子王旗,150929,乌兰察布市,内蒙古自治区
化德县,150922,乌兰察布市,内蒙古自治区
商都县,150923,乌兰察布市,内蒙古自治区
察哈尔右翼中旗,150927,乌兰察布市,内蒙古自治区
察哈尔右翼后旗,150928,乌兰察布市,内蒙古自治区
卓资县,150921,乌兰察布市,内蒙古自治区
集宁区,150902,乌兰察布市,内蒙古自治区
察哈尔右翼前旗,150926,乌兰察布市,内蒙古自治区
兴和县,150924,乌兰察布市,内蒙古自治区
丰镇市,150981,乌兰察布市,内蒙古自治区
凉城县,150925,乌兰察布市,内蒙古自治区
阿拉善盟,152900,内蒙古自治区,
额济纳旗,152923,阿拉善盟,内蒙古自治区
阿拉善右旗,152922,阿拉善盟,内蒙古自治区
阿拉善左旗,152921,阿拉善盟,内蒙古自治区
鄂尔多斯市,150600,内蒙古自治区,
杭锦旗,150625,鄂尔多斯市,内蒙古自治区
鄂托克旗,150624,鄂尔多斯市,内蒙古自治区
达拉特旗,150621,鄂尔多斯市,内蒙古自治区
鄂托克前旗,150623,鄂尔多斯市,内蒙古自治区
康巴什区,150603,鄂尔多斯市,内蒙古自治区
伊金霍洛旗,150627,鄂尔多斯市,内蒙古自治区
东胜区,150602,鄂尔多斯市,内蒙古自治区
准格尔旗,150622,鄂尔多斯市,内蒙古自治区
乌审旗,150626,鄂尔多斯市,内蒙古自治区
呼和浩特市,150100,内蒙古自治区,
武川县,150125,呼和浩特市,内蒙古自治区
托克托县,150122,呼和浩特市,内蒙古自治区
新城区,150102,呼和浩特市,内蒙古自治区
和林格尔县,150123,呼和浩特市,内蒙古自治区
赛罕区,150105,呼和浩特市,内蒙古自治区
玉泉区,150104,呼和浩特市,内蒙古自治区
清水河县,150124,呼和浩特市,内蒙古自治区
回民区,150103,呼和浩特市,内蒙古自治区
土默特左旗,150121,呼和浩特市,内蒙古自治区
黑龙江省,230000,,
大兴安岭地区,232700,黑龙江省,
呼玛县,232721,大兴安岭地区,黑龙江省
加格达奇区,232718,大兴安岭地区,黑龙江省
漠河市,232701,大兴安岭地区,黑龙江省
塔河县,232722,大兴安岭地区,黑龙江省
鹤岗市,230400,黑龙江省,
绥滨县,230422,鹤岗市,黑龙江省
工农区,230403,鹤岗市,黑龙江省
兴山区,230407,鹤岗市,黑龙江省
兴安区,230405,鹤岗市,黑龙江省
向阳区,230402,鹤岗市,黑龙江省
南山区,230404,鹤岗市,黑龙江省
萝北县,230421,鹤岗市,黑龙江省
东山区,230406,鹤岗市,黑龙江省
黑河市,231100,黑龙江省,
北安市,231181,黑河市,黑龙江省
逊克县,231123,黑河市,黑龙江省
五大连池市,231182,黑河市,黑龙江省
嫩江市,231183,黑河市,黑龙江省
孙吴县,231124,黑河市,黑龙江省
爱辉区,231102,黑河市,黑龙江省
牡丹江市,231000,黑龙江省,
爱民区,231004,牡丹江市,黑龙江省
东安区,231002,牡丹江市,黑龙江省
绥芬河市,231081,牡丹江市,黑龙江省
东宁市,231086,牡丹江市,黑龙江省
宁安市,231084,牡丹江市,黑龙江省
西安区,231005,牡丹江市,黑龙江省
海林市,231083,牡丹江市,黑龙江省
穆棱市,231085,牡丹江市,黑龙江省
阳明区,231003,牡丹江市,黑龙江省
林口县,231025,牡丹江市,黑龙江省
伊春市,230700,黑龙江省,
嘉荫县,230722,伊春市,黑龙江省
汤旺县,230723,伊春市,黑龙江省
丰林县,230724,伊春市,黑龙江省
友好区,230719,伊春市,黑龙江省
金林区,230751,伊春市,黑龙江省
南岔县,230726,伊春市,黑龙江省
大箐山县,230725,伊春市,黑龙江省
铁力市,230781,伊春市,黑龙江省
伊美区,230717,伊春市,黑龙江省
乌翠区,230718,伊春市,黑龙江省
鸡西市,230300,黑龙江省,
滴道区,230304,鸡西市,黑龙江省
麻山区,230307,鸡西市,黑龙江省
梨树区,230305,鸡西市,黑龙江省
恒山区,230303,鸡西市,黑龙江省
鸡冠区,230302,鸡西市,黑龙江省
虎林市,230381,鸡西市,黑龙江省
密山市,230382,鸡西市,黑龙江省
城子河区,230306,鸡西市,黑龙江省
鸡东县,230321,鸡西市,黑龙江省
齐齐哈尔市,230200,黑龙江省,
克山县,230229,齐齐哈尔市,黑龙江省
甘南县,230225,齐齐哈尔市,黑龙江省
克东县,230230,齐齐哈尔市,黑龙江省
依安县,230223,齐齐哈尔市,黑龙江省
富裕县,230227,齐齐哈尔市,黑龙江省
梅里斯达斡尔族区,230208,齐齐哈尔市,黑龙江省
碾子山区,230207,齐齐哈尔市,黑龙江省
龙江县,230221,齐齐哈尔市,黑龙江省
富拉尔基区,230206,齐齐哈尔市,黑龙江省
龙沙区,230202,齐齐哈尔市,黑龙江省
昂昂溪区,230205,齐齐哈尔市,黑龙江省
泰来县,230224,齐齐哈尔市,黑龙江省
拜泉县,230231,齐齐哈尔市,黑龙江省
铁锋区,230204,齐齐哈尔市,黑龙江省
建华区,230203,齐齐哈尔市,黑龙江省
讷河市,230281,齐齐哈尔市,黑龙江省
绥化市,231200,黑龙江省,
绥棱县,231226,绥化市,黑龙江省
海伦市,231283,绥化市,黑龙江省
庆安县,231224,绥化市,黑龙江省
北林区,231202,绥化市,黑龙江省
望奎县,231221,绥化市,黑龙江省
青冈县,231223,绥化市,黑龙江省
明水县,231225,绥化市,黑龙江省
兰西县,231222,绥化市,黑龙江省
肇东市,231282,绥化市,黑龙江省
安达市,231281,绥化市,黑龙江省
大庆市,230600,黑龙江省,
红岗区,230605,大庆市,黑龙江省
大同区,230606,大庆市,黑龙江省
林甸县,230623,大庆市,黑龙江省
让胡路区,230604,大庆市,黑龙江省
杜尔伯特蒙古族自治县,230624,大庆市,黑龙江省
萨尔图区,230602,大庆市,黑龙江省
龙凤区,230603,大庆市,黑龙江省
肇州县,230621,大庆市,黑龙江省
肇源县,230622,大庆市,黑龙江省
哈尔滨市,230100,黑龙江省,
巴彦县,230126,哈尔滨市,黑龙江省
依兰县,230123,哈尔滨市,黑龙江省
通河县,230128,哈尔滨市,黑龙江省
木兰县,230127,哈尔滨市,黑龙江省
宾县,230125,哈尔滨市,黑龙江省
方正县,230124,哈尔滨市,黑龙江省
延寿县,230129,哈尔滨市,黑龙江省
尚志市,230183,哈尔滨市,黑龙江省
松北区,230109,哈尔滨市,黑龙江省
呼兰区,230111,哈尔滨市,黑龙江省
双城区,230113,哈尔滨市,黑龙江省
平房区,230108,哈尔滨市,黑龙江省
道外区,230104,哈尔滨市,黑龙江省
阿城区,230112,哈尔滨市,黑龙江省
香坊区,230110,哈尔滨市,黑龙江省
五常市,230184,哈尔滨市,黑龙江省
道里区,230102,哈尔滨市,黑龙江省
南岗区,230103,哈尔滨市,黑龙江省
佳木斯市,230800,黑龙江省,
汤原县,230828,佳木斯市,黑龙江省
富锦市,230882,佳木斯市,黑龙江省
同江市,230881,佳木斯市,黑龙江省
抚远市,230883,佳木斯市,黑龙江省
桦川县,230826,佳木斯市,黑龙江省
前进区,230804,佳木斯市,黑龙江省
东风区,230805,佳木斯市,黑龙江省
郊区,230811,佳木斯市,黑龙江省
向阳区,230803,佳木斯市,黑龙江省
桦南县,230822,佳木斯市,黑龙江省
七台河市,230900,黑龙江省,
勃利县,230921,七台河市,黑龙江省
桃山区,230903,七台河市,黑龙江省
茄子河区,230904,七台河市,黑龙江省
新兴区,230902,七台河市,黑龙江省
双鸭山市,230500,黑龙江省,
友谊县,230522,双鸭山市,黑龙江省
尖山区,230502,双鸭山市,黑龙江省
岭东区,230503,双鸭山市,黑龙江省
宝山区,230506,双鸭山市,黑龙江省
集贤县,230521,双鸭山市,黑龙江省
四方台区,230505,双鸭山市,黑龙江省
饶河县,230524,双鸭山市,黑龙江省
宝清县,230523,双鸭山市,黑龙江省
新疆维吾尔自治区,650000,,
北屯市,659005,新疆维吾尔自治区,
可克达拉市,659008,新疆维吾尔自治区,
双河市,659007,新疆维吾尔自治区,
铁门关市,659006,新疆维吾尔自治区,
塔城地区,654200,新疆维吾尔自治区,
和布克赛尔蒙古自治县,654226,塔城地区,新疆维吾尔自治区
额敏县,654221,塔城地区,新疆维吾尔自治区
托里县,654224,塔城地区,新疆维吾尔自治区
乌苏市,654202,塔城地区,新疆维吾尔自治区
裕民县,654225,塔城地区,新疆维吾尔自治区
塔城市,654201,塔城地区,新疆维吾尔自治区
沙湾市,654203,塔城地区,新疆维吾尔自治区
昆玉市,659009,新疆维吾尔自治区,
和田地区,653200,新疆维吾尔自治区,
民丰县,653227,和田地区,新疆维吾尔自治区
于田县,653226,和田地区,新疆维吾尔自治区
和田市,653201,和田地区,新疆维吾尔自治区
洛浦县,653224,和田地区,新疆维吾尔自治区
皮山县,653223,和田地区,新疆维吾尔自治区
墨玉县,653222,和田地区,新疆维吾尔自治区
策勒县,653225,和田地区,新疆维吾尔自治区
和田县,653221,和田地区,新疆维吾尔自治区
阿勒泰地区,654300,新疆维吾尔自治区,
布尔津县,654321,阿勒泰地区,新疆维吾尔自治区
哈巴河县,654324,阿勒泰地区,新疆维吾尔自治区
富蕴县,654322,阿勒泰地区,新疆维吾尔自治区
吉木乃县,654326,阿勒泰地区,新疆维吾尔自治区
青河县,654325,阿勒泰地区,新疆维吾尔自治区
福海县,654323,阿勒泰地区,新疆维吾尔自治区
阿勒泰市,654301,阿勒泰地区,新疆维吾尔自治区
石河子市,659001,新疆维吾尔自治区,
昌吉回族自治州,652300,新疆维吾尔自治区,
奇台县,652325,昌吉回族自治州,新疆维吾尔自治区
玛纳斯县,652324,昌吉回族自治州,新疆维吾尔自治区
呼图壁县,652323,昌吉回族自治州,新疆维吾尔自治区
木垒哈萨克自治县,652328,昌吉回族自治州,新疆维吾尔自治区
阜康市,652302,昌吉回族自治州,新疆维吾尔自治区
吉木萨尔县,652327,昌吉回族自治州,新疆维吾尔自治区
昌吉市,652301,昌吉回族自治州,新疆维吾尔自治区
巴音郭楞蒙古自治州,652800,新疆维吾尔自治区,
库尔勒市,652801,巴音郭楞蒙古自治州,新疆维吾尔自治区
轮台县,652822,巴音郭楞蒙古自治州,新疆维吾尔自治区
且末县,652825,巴音郭楞蒙古自治州,新疆维吾尔自治区
焉耆回族自治县,652826,巴音郭楞蒙古自治州,新疆维吾尔自治区
若羌县,652824,巴音郭楞蒙古自治州,新疆维吾尔自治区
博湖县,652829,巴音郭楞蒙古自治州,新疆维吾尔自治区
和硕县,652828,巴音郭楞蒙古自治州,新疆维吾尔自治区
和静县,652827,巴音郭楞蒙古自治州,新疆维吾尔自治区
尉犁县,652823,巴音郭楞蒙古自治州,新疆维吾尔自治区
博尔塔拉蒙古自治州,652700,新疆维吾尔自治区,
